text,key,en_a1,en_a2,en_a3,en_a4,en_a5,en_a6
<handle replaced>you are lit! And this idiot <handle replaced>calls himself jon snow who fought for honour and respect and on the contrary his actions are like queen cersei! SHAME SHAME!  Comment if u agree! 😉,question_2,,,0.0,,,
<handle replaced>you are not representative of average Indian. Nobody like <handle replaced>,question_2,,,,,0.0,
<handle replaced>you are so pathetic. Stop making fun of yourself.,question_2,,,,0.0,,
"<handle replaced>you are strangely silent when two monks were lynched three days back at Palghar, Maharashtra. Aren't you concerned of their human rights? Or your sympathy is selective to religions?  #palgharlynching",question_2,,,,,1.0,
<handle replaced>you are such a disgusting person i have ever seen in my life. You are just shameless person ever in BB history. <handle replaced> <handle replaced>  #IAmWithSidShukla  #StayStrongSidharth  #AlwaysByYourSideSid,question_2,,,,,1.0,
<handle replaced>you are the accuser and the judge #pseudo,question_2,,,,0.0,,
"<handle replaced>you are truly bullshit person of decade, you are anti nationalist fuck off",question_2,,,,,1.0,
"<handle replaced>you chikan shit, did you debate on owasi's speech ? If yes than did you ask this type of questions ?..........you fattu secular Hindu",question_2,,,0.0,,,
<handle replaced>you deserve on eviction you criminal lady,question_2,,,1.0,,,
<handle replaced>you don't need Oscar you are better than Oscar thank you for #manto Ma'am and #sorry for not watching in theatre,question_2,,,0.0,,,
"<handle replaced>you evil evil fucking moron, what shit is she talking about Palestine, innocent children men n women are getting killed, shut the fuck up if you don't know the facts!!!! You're probably a Hitler lover aswell, disgraceful human being.",question_2,,,0.0,,,
<handle replaced>you lesbian fix up your behaviour then point fingers at others now fuck off asap,question_2,,,,1.0,,
<handle replaced>you look pretty good i love the indian girls i am the knight on the white horse that all the girls are screaming about,question_2,,0.0,,,,
<handle replaced>you lost your sole warrior  ... #AmrinderSingh ..  Ab congress ko support v karenge to kiske khatir ??? Rahul baba ya Sidhu k liye??,question_2,,,0.0,,,0.0
<handle replaced>you only said that you will never step in India it's OK bitch we also don't want a characterless woman to step on this pure land.....and if you hate India so much then why are you talking about farmers in India...don't show your fake concern.😏😡,question_2,,,1.0,,,
"<handle replaced>you proved dat u can never be a gud frnd! Na #Asim se dosti nibhayi aur na <handle replaced>se! Paras, shukla, shehnaz milke bakwas kar rhe the and you're sitting there supporting them! Uparwala dushman ko bhi aisa dost na de!   #StopBullyingAsim",question_2,,,,,0.0,
"<handle replaced>you really  a stupid girl &amp; do you think you  also be in the news ! A small fry what is your aukat to ask a legend . Have you any wit to understand in what sense Gavaskar quoted it , you dumb. Rubbish !!",question_2,,,1.0,,,
<handle replaced>you said to Nikki that you are the only women in the house who is not bitching of anyone. Mam are you serious? It was the joke of the century come on mam. #BiggBoss14,question_2,,,,,0.0,
<handle replaced>you said to a man that you didn't know about sadhus love now a kashmiri pandit is killed by terrorist read 1990 genocide of Kashmiri pandit it is continuously going on will you protest and post kashmiri pandit lives matter <handle replaced><handle replaced>,question_2,,0.0,,,,
"<handle replaced>you say, what happened between you both, only you both know. Then, only you both should sort out. Why you wash your dirty lenin in public then ? Why all dramas ? #IsupportArjunSarja",question_2,,,,,1.0,
<handle replaced>you seen me ft you whore,question_2,,,1.0,,,
<handle replaced>you should have not curse them.😑  ,question_2,,,0.0,,,
"<handle replaced>you wake up and your messy brunette lock are in your face, your alcoholic mom wakes you up roughly on for her to say ""wake up bitch i've sold you to the mafia"" you stood there in shock. just as you were about to protest you see harry styles at the frame of your door ""OMG HARRY?""-",question_2,,0.0,,,,1.0
<handle replaced>you whore twerking video bhej,question_2,,1.0,,,,
<handle replaced>you're a disgusting women. You're a shame to humanity. You're worst than an animal. You're saying that they shouldn't be hanged for what they did? Really? Then what do you want? You're disgusting. Idiot disguised as a lawyer!,question_2,,,,1.0,,
<handle replaced>your ancestor fled Pakistan to refuge in India.. These 3 Islamic countries were forcefully divided from India on the basis of religion. So why a Muslim would be religiously persecuted in Islamic countries. It is the minorities who are persecuted just for not being Muslim..,question_2,,,,1.0,,
"<handle replaced>your comments along with farah and raveena is so funny that when you guys die in pain you'll receive no mercy for that joke of yours. Wait for it and when the time comes, recall your funny moment and suffer. Celeb's illiteracy and ignorance.",question_2,,,,,1.0,
<handle replaced>your mother is Christian and father is muslim both are not religion because religion is for all not for particular community. Both bible and Quran are not God voice if you will prove it I will be most amazing person of this world.,question_2,,,,0.0,,1.0
<handle replaced>your new ships are looking so forced &amp; no charm at all..so pls stop this &amp; focus on the main one... #Udaariyaan,question_2,,,,0.0,,
<handle replaced>your sis sucks!!,question_2,,,,,1.0,
<handle replaced>your take on divorce was fuckin spot on. I got divorced 1 1/2 years ago and greatest thing ever!,question_2,,0.0,,,,
"<handle replaced>youre a grown ass women .... playing the victim card ? begging for attention ? i dont even care about tony hawk , but youre literally a full grown adult lmao get a grip. dont talk shit about people if youre gonna cry about retaliation grandma",question_2,,,1.0,,1.0,
<handle replaced>you’re 23 and act stupid? your whore of a mother raised a bitch👍🏾,question_2,,,,,1.0,
<handle replaced>yummy chockies,question_2,,,,,0.0,
<handle replaced>yummy! Reminds me of our Bengali loochies and aloor dom on Sunday mornings!,question_2,,,0.0,,,
<handle replaced>बहनचोद = sister-in-law Tau will now Shoot in the Ass of Chun Chun🤣🤣🤣🤣🤣,question_2,,1.0,,,,
<handle replaced>बीजेपी doesn't need to consult a multiparty weak and confused opposition.,question_2,,,,,0.0,
"<handle replaced>सडकोंपर संघर्ष = No Democracy. This is long time leftist agenda. In democracy, you vote for ur rights and demands, select lawmakers to represent you.  But these leftists want ruckus and riots all over the country. The poor people get caught in their trap.  God save our democracy!",question_2,,0.0,,,,
<handle replaced>‘Moron’ is the right word.,question_2,,,,,1.0,
"<handle replaced>‘s blowsy appearance &amp; behaviour don’t befit a panelist on a serious debate.   Is she on some substance? Or, thinks she’s on Republic?   Why else did she keep lisping noisily &amp; sniggering nonstop?   Totally out of control.",question_2,,,,1.0,,
<handle replaced>’s “sex on the beach” becomes controversial  ,question_2,,,0.0,,,
<handle replaced>“A dog is the only thing on earth that loves you more than you love yourself.”  <handle replaced>,question_2,,,,,0.0,
"<handle replaced>“A great fire burns within me, but no one stops to warm themselves at it, and passers-by only see a wisp of smoke”.",question_2,,0.0,,,,
<handle replaced>“I like Prison inmates. Butch or bitch I’m not fussy”,question_2,,,1.0,,,
"<handle replaced>“I think a man's ""wordplay"" can be so fucking sexy!!! I love a good mind fuck!!”~ Junnita Jackson <handle replaced>",question_2,,,0.0,,,
"<handle replaced>“Love recognizes no barriers. It jumps hurdles, leaps fences, penetrates walls to arrive at its destination full of hope.”",question_2,,,,,,0.0
<handle replaced>“Set high expectations for yourself. Demand more from yourself than you think you're capable of. Because you can do it. And more.”,question_2,,,,0.0,,
"<handle replaced>“What in the — no I am not!”  God, Hanzo is going to tear this bitch apart. On that thought he *almost* reconsiders.  “Do not come back to my damn home you —,” he realizes. “Where’s Bob. Is he— Elizabeth.”",question_2,,,,0.0,,
"<handle replaced>“You can do anything you set your mind to, with action, with perseverance, and with facing your fears.” #wednesdaythought",question_2,,0.0,,,,
<handle replaced>❤️♥️ from Pakistan,question_2,,,,,0.0,
<handle replaced>❤️❤️❤️ Hai semma azhaga erukka vera vera level beauty i like you i love you tou my Heart.  ❤️❤️❤️❤️❤️❤️❤️🙌🙌🔥🔥🔥🔥,question_2,,,,0.0,,
<handle replaced>❤️❤️❤️lovely,question_2,,,,0.0,,
<handle replaced>❤️❤️❤️❤️❤️ i lwuvv you,question_2,,,,0.0,,
<handle replaced>❤️🧡💚💙💜❤️ pretty pose xxxx,question_2,,,0.0,,,
<handle replaced>𝙾𝚗𝚌𝚎 𝚊 bitch is always a bitch... Just like u🖕🏿🥴,question_2,,,1.0,,,
<handle replaced>🍫Wish you Happy Birthday Amma 💐,question_2,,,,,,1.0
<handle replaced>🏃‍♀️ from this madness,question_2,,,,,0.0,
"<handle replaced>👉 Don't close the Room's door in night, when you sleep 👉 Don't shutdown the Room's light in night, when you sleep 👉 Don't sleep alone in Night 👻 SHUSHAANT Ghost is Anywhere ñow in the Air 👻 SHUSHAANT will be find out his close Friend 👻",question_2,,,0.0,,,
<handle replaced>👍🏻 I guess it’s not full video,question_2,,,,,0.0,
<handle replaced>👏good start!! #BiggBossTamil5 #BiggBoss5Tamil,question_2,,,,,0.0,
"<handle replaced>💀💀🤣🤣  ""Caught ya slipping Bitch"" - Booster Boxes to me when I pull Ls",question_2,,,1.0,,,
<handle replaced>💐🙏🏽💐ohm shanti,question_2,,0.0,,,,
<handle replaced>💕Congratulations DP' !!!👍💐💐💐,question_2,,,0.0,,,
<handle replaced>💣 you're a fire brand,question_2,,,,0.0,,
<handle replaced>😁 😁 She is alone woww... Karma gives back,question_2,,0.0,,,,
<handle replaced>😂 Nice 😍 #Valimai,question_2,,,,,0.0,
<handle replaced>😂 who talking !! Only your #bestCm,question_2,,,,,0.0,
<handle replaced>😂 😂 😂 😂 😂 😂 What A Funny Woman she is 😂😂😂  Isn't she 🤣??  A woman 😁,question_2,,,,,1.0,
<handle replaced>😂😂 bruh you lost,question_2,,,,,0.0,
<handle replaced>😂😂 it’s just a PIA during a pandemic,question_2,,0.0,,,,
<handle replaced>😂😂😂  WOKENESS n INCLUSIVENESS is the new disease,question_2,,,,0.0,,
<handle replaced>😂😂😂 Mind-boggling they let him make a complete ass of himself repeatedly.,question_2,,,0.0,,,
<handle replaced>😂😂😂 senile criminal. Does he know Covaxin not didn’t get approved by FDA.,question_2,,0.0,,,,
<handle replaced>😂😂😂sorry queen whore,question_2,,,,1.0,,
<handle replaced>😂😂😂😂😂 ha tere nails oof mene bhi badha lie he ab dekhio tu😂😂 i miss everything re🥺,question_2,,,,,0.0,
<handle replaced>😂😂😂😂😂😂    Thank you (in a way)😁,question_2,,,,0.0,,
<handle replaced>😂😂😂😂😂😂 that bitch told me the hair store too😭😭,question_2,,,,,,1.0
<handle replaced>😆 What are millennial Aunties called?   Millenniammas. 🤣 #Strictly4myMallus,question_2,,,,,0.0,
<handle replaced>😈trash bitches #womenaretrash,question_2,,,,,1.0,
<handle replaced>😋yummy,question_2,,,,,0.0,
<handle replaced>😍💓 A Super Weekend to you too 😍💞,question_2,,,0.0,,,
<handle replaced>😍🤩I love hansika💖💌💕💞💯 &amp; merry christmas 🎅🤶🎠⭐🇨🇽🌲🎁🎄&amp; advance happy new year 2020🆕,question_2,,,0.0,,,
<handle replaced>😘😘😘 Thnx you 🌝,question_2,,0.0,NL,0.0,0.0,
<handle replaced>😭😭 BRUH,question_2,,0.0,,,,
<handle replaced>😭😭 bodied badly,question_2,,,,,0.0,1.0
<handle replaced>🙌 more power to you Yashica,question_2,,,,,,0.0
"<handle replaced>🙏In this covid Lock down, Support me through Ordering and Sharing🙏 🙏Your Support may give me some income🙏 भीक नहीं बस आपका साथ चाहता हूं 👇Check out My Shop here: 👇  Dream Collection    👉100% Quality, Satisfaction &amp; Money Back Guarantee",question_2,,,,,,0.0
